23125 10930
107329 181976 9905
183956 195530 3271
25276 43497 3268
189911 192804 8692
140624 166031 5839
60960 139401 8771
8250 90594 5959
84242 193231 6613
46457 177243 2340
28056 131516 2317
191972 195248 9407
194790 197265 3580
30193 195153 1309
47163 95152 1056
45661 64399 2619
122107 188922 8297
17595 132989 2844
129612 199878 1788
32458 42121 9153
100873 109396 1772
83312 192030 8281
170075 196976 9349
63904 129984 4537
151515 187683 762
44407 182381 8941
90237 176688 1969
116584 131612 6479
84166 171467 5277
181579 195852 7367
112061 123052 652
167695 169810 7652
1050 14852 8610
168184 190543 6906
142797 190426 6438
136245 161150 5308
50757 195429 9947
15778 37615 1258
28851 163061 514
65301 117305 6334
69949 181365 9485
98518 140316 244
181686 197166 5174
151134 185405 1625
70256 79578 4034
176700 193914 278
71363 122805 736
198456 199557 3819
156918 177449 70
44606 72405 9520
155138 192101 4221
156969 180346 5194
5633 167825 5851
57937 81850 4331
100818 109611 5073
70366 76864 6478
130825 149085 5591
137739 146220 6113
174378 181706 4981
152800 160524 7571
92436 113624 7747
2164 188764 7295
175667 183284 6354
132933 194890 8953
104031 143003 1835
71267 85638 1705
4333 38929 3449
94548 157052 4486
171874 172429 7139
104258 133204 5396
97622 167573 9436
93630 118466 3936
79764 196140 7534
141729 176478 8331
31835 116521 8740
4706 177925 5046
125849 191827 3943
96721 103094 9197
103148 188872 9580
112725 158145 7942
156530 169990 9035
133083 186147 8395
45332 134809 4306
1767 18202 6422
175821 181637 9115
130955 168235 8252
102217 154379 9818
30223 128706 1821
124751 192566 2156
147301 193058 219
178289 183960 7021
195228 199432 6937
89070 123837 8664
90437 114933 7702
21673 162687 3012
173897 191599 2057
35647 88390 3037
187558 188498 2014
141332 163171 2336
156052 191176 6850
13854 76688 5867
106146 170179 4156
182008 187062 3444
192061 197049 8876
31226 117585 2712
114968 118001 9352
37918 154123 2662
157057 177839 2660
42170 171499 9373
21916 127689 8786
25143 171769 3924
132089 156324 5195
47753 68215 8152
53701 102740 7020
133497 197125 235
88411 113439 1283
47107 54730 2091
197090 199044 9563
176712 195770 3488
149487 158184 6294
148024 173946 5257
48279 146555 3067
196279 199836 169
104572 190828 1393
80916 92112 5358
186053 186694 2538
18492 122035 4754
22513 144182 8259
141659 172362 7782
3262 36822 5770
121252 122553 11
151966 177086 9921
13983 151901 4979
191622 194028 1922
34433 102936 4519
126492 179179 8771
119030 168850 4809
57158 130538 1964
175408 184721 9453
25694 64767 5702
2102 72273 8259
60284 141408 2790
129963 144705 1208
61731 154536 7529
180043 195580 2558
45254 73741 9314
72963 79878 3993
77799 95536 7923
71132 124632 1435
192176 192441 40
93706 103398 7217
183795 190992 9994
61678 162484 4575
120632 178332 4402
54453 166551 8698
182281 185025 1403
5498 90776 7636
72931 192409 8717
2379 78023 3389
91655 92430 295
14773 123422 1160
93433 194069 5580
197116 199421 9435
174389 196395 9969
16413 185338 8731
174217 177326 3574
85927 198082 8759
79283 131200 2051
160525 161828 5491
148298 179206 3173
58171 109959 3463
126027 153601 4329
17688 183152 1145
141573 150196 8504
111055 178919 7929
81644 173699 6403
150640 163056 1484
187976 191875 832
144269 151911 9978
41583 129967 2949
185684 189230 1403
69356 172350 9252
181878 194798 7983
14098 96733 4984
25373 63280 1133
141081 154958 4718
35543 172696 5870
187974 192921 6184
118666 169714 3515
51481 179986 3502
153198 185400 772
8861 132692 5461
88238 123756 6834
198881 199318 2485
127828 132647 9583
117716 123533 4261
163583 186461 4867
57511 112471 8921
46793 135819 5026
119313 150699 1470
120944 159937 8213
79916 184965 9365
158565 191300 6742
196965 198750 2271
1452 100333 4192
23509 136599 3624
21603 55104 8326
30058 176457 3302
155408 180344 1074
148640 167926 8691
123792 166690 9024
174969 185576 9465
68752 174787 6492
82691 88065 2862
140320 167142 8857
182445 185752 4880
150781 190374 9475
131578 167131 4945
49634 125116 9767
134573 150400 5910
115021 171290 1649
157432 162641 9453
157068 198191 1575
156725 171405 3182
14578 139453 8788
55724 80751 9939
195266 195454 5111
39205 182083 8394
96286 155238 3212
27351 181560 3962
72058 160348 4651
11905 133272 3283
160530 172705 7983
72621 120105 6619
4006 160138 5082
107922 142699 9303
78895 188061 9159
14526 194405 2102
21912 132420 895
87375 195465 2292
118517 173353 144
73806 96726 7181
47199 141687 9786
144855 178267 1551
184769 189474 5965
62519 151053 8102
69716 71463 5983
99462 149234 4130
195344 199369 6226
35955 195037 4859
133049 160229 6629
174551 184042 8103
47969 121674 2264
188129 196654 5275
2501 148119 7590
149006 154906 2640
126337 138778 3806
46681 185221 7768
144979 188788 179
192910 193259 9025
32393 108309 5813
185866 196668 2425
186052 198812 8095
89094 163608 3123
149996 154324 9474
18486 35117 6712
23900 88846 7729
171719 197333 2337
2226 157644 9182
119121 174651 2419
1316 106532 20
28169 92282 1148
150758 160777 1607
146364 174416 1021
145222 199196 137
140853 144732 8744
96278 146463 3998
97605 196449 252
38773 87972 8354
87249 105173 8078
153451 198345 1928
155088 179035 2266
173477 176945 1222
161953 176242 5851
12078 156919 608
22102 75106 6886
13124 138771 3122
73540 77376 3533
133514 138324 2209
193461 196806 1891
26755 54021 4116
24165 90296 7371
101012 121512 1294
161325 180473 1014
134559 162874 6224
93021 197031 4428
14785 45174 4269
134539 170019 9098
8762 25382 2173
142889 159415 7821
55202 162874 5989
109617 139495 7438
118708 193359 4134
167319 186273 9790
179272 194683 9910
24116 121795 8979
194085 199066 9820
115169 135908 3811
76270 199446 1823
157492 172134 64
188396 188927 2017
46496 116441 2453
116727 144354 8855
56576 184651 2464
16172 23464 5660
136400 164722 6288
195635 198701 8343
45234 48761 3905
131753 184208 5466
59201 116704 4453
126702 144588 8924
135068 195635 9828
23689 76206 7497
89759 145405 4263
139914 144874 9128
62796 91789 1938
154706 169330 5564
113357 131577 2240
198311 199518 7696
188132 190878 9011
129528 198848 2413
7276 160566 7372
190954 193514 7357
197727 198168 9879
146060 176108 5684
189330 189588 9322
174429 186509 2653
140379 195463 6671
198614 199039 7603
42512 70792 9328
17146 28528 3217
27662 139149 1539
168987 170259 8700
47615 171050 3894
26356 49864 8606
176873 191173 8156
157284 190746 1030
37482 136148 7256
176038 178639 9775
112110 177193 6313
9474 169059 2782
189674 195044 4758
179958 191051 1439
131186 190861 3212
89614 186123 5826
175721 175755 4422
146350 197327 2146
126734 192998 8396
161643 167948 8950
181395 193912 9118
161088 164612 6555
74963 165501 8706
133223 179481 6657
165966 178800 8589
111681 152329 9957
116084 148237 5246
196275 198488 8686
703 133046 1345
181018 181216 2300
155259 165350 258
8585 58192 8190
17568 98054 7008
167590 171346 3619
176574 182528 756
79760 187096 355
74997 173178 4113
154372 168960 2398
84591 198660 6670
112617 149820 2916
12689 133866 9378
153032 192737 9655
72585 158981 8159
174288 194181 6142
66932 72889 6834
75568 187357 4875
180854 197161 8746
49919 183135 9071
28507 57178 4134
5655 47604 5756
91409 170275 8244
60826 143458 5851
13544 118934 1847
48789 99223 6270
6380 179260 8456
112630 156996 3097
11865 39234 5376
25778 35633 4557
77746 132575 7764
98926 186586 5909
32234 167529 3266
149944 164575 1092
77260 160095 3755
199573 199602 1997
78979 87657 17
65461 70821 8245
185042 191739 611
54714 105008 7734
62844 198401 4135
48237 183193 2805
40421 109695 8615
67505 169944 3383
197273 198558 7246
79251 159868 7871
60135 80118 1476
91330 128650 427
99405 174494 4520
15621 118740 4174
82570 170871 7006
101535 176081 5953
161146 176422 6809
73223 151470 9030
175549 191812 4250
165244 179443 9037
56734 117821 1609
78059 93334 8170
88865 156857 9091
91747 144171 9558
149106 185238 1109
199290 199732 2325
161478 171592 4152
7733 156513 6647
142724 168200 9309
185375 198983 3507
10784 43431 4282
190501 196742 6737
77062 117411 8613
39508 72674 7751
116145 179202 8113
85285 193076 7142
4275 61617 806
99714 184541 8021
161712 175703 8661
2549 183531 3694
131336 167642 2621
189695 199188 2311
192482 195371 4359
186193 195511 3203
30313 115624 4072
146994 169093 2906
171489 172997 7128
137668 142348 7735
118527 169484 6286
28093 185995 1024
155630 166410 9215
184057 187143 9562
14282 165188 6022
93756 102025 9662
12179 142836 2789
53855 195681 5959
126624 178171 2541
154825 173221 781
142122 164970 8186
168209 197899 8534
134405 199347 9010
45277 158117 2603
139513 192587 4192
94382 180338 4553
131248 152657 2491
70506 183233 9258
137743 189828 2268
142086 155308 3266
167838 184533 7072
30605 199555 4205
31 196582 8042
188192 190053 6921
89598 93801 6525
181566 182981 8880
48497 82906 2392
151087 182421 7736
41885 145863 7395
108077 149088 127
122368 176859 121
84617 127939 5825
30535 91881 8229
163634 199923 7451
104433 160285 5745
174696 175203 3909
99381 112591 1149
41453 186968 9546
182465 183796 8109
192096 193634 7564
140105 189136 9799
70611 133252 2454
195470 199583 3722
8918 173362 2722
157039 195209 3282
60310 136475 1852
94911 152571 4203
63932 191256 2597
56030 83984 7316
14256 18494 876
26927 117095 9558
162846 191973 8042
193934 198319 309
157421 179000 7662
156719 170765 9078
107318 187353 7496
26731 149663 2768
71991 169024 1337
129512 134475 5704
61480 143341 2986
122103 137653 6040
40002 99666 5435
93167 125187 5375
20002 129394 1439
26795 45006 3807
130740 153661 5062
88884 102946 9539
46495 79915 6875
1060 50239 3999
73346 141341 4767
125386 166645 9084
111944 112327 2085
81325 130908 7635
197488 199600 1167
143345 148471 649
89354 122308 2905
153279 156022 1228
148459 197552 7908
911 136083 61
99661 105189 2790
93860 171532 7823
500 198149 1312
2300 148982 6510
34241 52033 5839
141873 149896 1699
49933 59180 7254
164559 196072 7047
18659 122967 2380
75348 82768 9030
169768 180876 6370
100296 168658 8038
56308 143236 1287
186218 189592 6263
192656 194767 7136
170661 180614 4204
199635 199678 2066
14976 77392 5339
143503 198907 2721
51450 151598 2738
